ds,y,DEWP,HUMI,PRES,TEMP,cbwd,Iws
2015/1/3 0:00,0.163141994,0.367647059,0.43877551,0.6,0.229508197,0.333333333,0.001520978
2015/1/3 1:00,0.176233635,0.367647059,0.469387755,0.581818182,0.213114754,1,0.002290011
2015/1/3 2:00,0.193353474,0.352941176,0.469387755,0.581818182,0.196721311,0.333333333,0.000751944
2015/1/3 3:00,0.198388721,0.367647059,0.56122449,0.563636364,0.180327869,1,0.002290011
2015/1/3 4:00,0.214501511,0.367647059,0.56122449,0.545454545,0.180327869,0.666666667,0.000751944
2015/1/3 5:00,0.222557905,0.382352941,0.56122449,0.527272727,0.196721311,0.666666667,0.002272921
2015/1/3 6:00,0.209466264,0.397058824,0.612244898,0.527272727,0.196721311,0,0.000751944
2015/1/3 7:00,0.201409869,0.397058824,0.520408163,0.509090909,0.229508197,0.333333333,0.000751944
2015/1/3 8:00,0.179254783,0.397058824,0.520408163,0.509090909,0.229508197,0.333333333,0.002272921
2015/1/3 9:00,0.16918429,0.411764706,0.520408163,0.509090909,0.245901639,0,0.000751944
2015/1/3 10:00,0.147029204,0.411764706,0.448979592,0.490909091,0.278688525,0.666666667,0.000751944
2015/1/3 11:00,0.158106747,0.411764706,0.408163265,0.472727273,0.295081967,0.666666667,0.003810989
2015/1/3 12:00,0.170191339,0.382352941,0.295918367,0.454545455,0.327868852,0.333333333,0.000751944
2015/1/3 13:00,0.182275932,0.382352941,0.275510204,0.436363636,0.344262295,0.333333333,0.002272921
2015/1/3 14:00,0.172205438,0.382352941,0.255102041,0.418181818,0.360655738,0.333333333,0.003793899
2015/1/3 15:00,0.178247734,0.382352941,0.255102041,0.418181818,0.360655738,0.333333333,0.005314877
2015/1/3 16:00,0.193353474,0.367647059,0.234693878,0.418181818,0.360655738,1,0.002290011
2015/1/3 17:00,0.214501511,0.367647059,0.295918367,0.418181818,0.31147541,0.666666667,0.000751944
2015/1/3 18:00,0.241691843,0.397058824,0.408163265,0.418181818,0.278688525,0.333333333,0.000751944
2015/1/3 19:00,0.262839879,0.397058824,0.479591837,0.436363636,0.245901639,0.333333333,0.002272921
2015/1/3 20:00,0.264853978,0.426470588,0.571428571,0.436363636,0.245901639,0.333333333,0.003793899
2015/1/3 21:00,0.306143001,0.411764706,0.520408163,0.436363636,0.245901639,0.333333333,0.004562933
2015/1/3 22:00,0.291037261,0.411764706,0.612244898,0.436363636,0.213114754,0.333333333,0.00608391
2015/1/3 23:00,0.32326284,0.397058824,0.612244898,0.436363636,0.196721311,0,0.002290011
2015/1/4 0:00,0.272910373,0.397058824,0.612244898,0.436363636,0.196721311,0,0.005349056
2015/1/4 1:00,0.247734139,0.397058824,0.612244898,0.436363636,0.196721311,0,0.010698112
2015/1/4 2:00,0.241691843,0.397058824,0.56122449,0.436363636,0.213114754,0,0.016047167
2015/1/4 3:00,0.206445116,0.397058824,0.56122449,0.454545455,0.213114754,0,0.021396223
2015/1/4 4:00,0.163141994,0.382352941,0.479591837,0.454545455,0.229508197,0,0.024455268
2015/1/4 5:00,0.136958711,0.382352941,0.56122449,0.436363636,0.196721311,0.666666667,0.002290011
2015/1/4 6:00,0.144008056,0.382352941,0.602040816,0.436363636,0.180327869,0,0.006101
2015/1/4 7:00,0.166163142,0.382352941,0.520408163,0.454545455,0.213114754,0.666666667,0.002290011
2015/1/4 8:00,0.160120846,0.397058824,0.479591837,0.454545455,0.245901639,0.333333333,0.002290011
2015/1/4 9:00,0.114803625,0.411764706,0.408163265,0.472727273,0.295081967,1,0.004580022
2015/1/4 10:00,0.105740181,0.382352941,0.316326531,0.490909091,0.31147541,1,0.007639067
2015/1/4 11:00,0.106747231,0.382352941,0.255102041,0.490909091,0.360655738,0.333333333,0.000751944
2015/1/4 12:00,0.111782477,0.382352941,0.204081633,0.472727273,0.409836066,0,0.002290011
2015/1/4 13:00,0.113796576,0.382352941,0.173469388,0.454545455,0.442622951,0.333333333,0.000751944
2015/1/4 14:00,0.158106747,0.397058824,0.183673469,0.454545455,0.442622951,1,0.002290011
2015/1/4 15:00,0.176233635,0.382352941,0.173469388,0.454545455,0.442622951,1,0.007639067
2015/1/4 16:00,0.195367573,0.397058824,0.224489796,0.454545455,0.409836066,1,0.010698112
2015/1/4 17:00,0.225579053,0.397058824,0.234693878,0.454545455,0.393442623,1,0.016047167
2015/1/4 18:00,0.269889225,0.411764706,0.285714286,0.454545455,0.37704918,0.333333333,0.000751944
2015/1/4 19:00,0.306143001,0.426470588,0.387755102,0.454545455,0.327868852,0.666666667,0.000751944
2015/1/4 20:00,0.361530715,0.441176471,0.418367347,0.472727273,0.327868852,0.333333333,0.000751944
2015/1/4 21:00,0.279959718,0.455882353,0.489795918,0.490909091,0.31147541,0.666666667,0.000751944
2015/1/4 22:00,0.322255791,0.455882353,0.459183673,0.472727273,0.327868852,0.333333333,0.000751944
2015/1/4 23:00,0.250755287,0.455882353,0.489795918,0.472727273,0.31147541,0.333333333,0.001520978
2015/1/5 0:00,0.171198389,0.455882353,0.459183673,0.472727273,0.327868852,0.333333333,0.003041955
2015/1/5 1:00,0.146022155,0.455882353,0.418367347,0.472727273,0.344262295,0.333333333,0.004562933
2015/1/5 2:00,0.150050352,0.455882353,0.489795918,0.472727273,0.31147541,0.333333333,0.005331966
2015/1/5 3:00,0.141993958,0.455882353,0.459183673,0.454545455,0.327868852,0.333333333,0.006101
2015/1/5 4:00,0.148036254,0.470588235,0.571428571,0.436363636,0.295081967,0.333333333,0.007621977
2015/1/5 5:00,0.186304129,0.470588235,0.530612245,0.436363636,0.31147541,0,0.000751944
2015/1/5 6:00,0.178247734,0.485294118,0.62244898,0.454545455,0.295081967,0.333333333,0.000751944
2015/1/5 7:00,0.153071501,0.485294118,0.581632653,0.436363636,0.31147541,0,0.004580022
2015/1/5 8:00,0.159113797,0.470588235,0.489795918,0.454545455,0.327868852,0,0.007639067
2015/1/5 9:00,0.18529708,0.455882353,0.387755102,0.454545455,0.360655738,0,0.010698112
2015/1/5 10:00,0.181268882,0.455882353,0.336734694,0.472727273,0.393442623,0,0.016047167
2015/1/5 11:00,0.13897281,0.455882353,0.285714286,0.472727273,0.426229508,0,0.022917201
2015/1/5 12:00,0.035246727,0.455882353,0.244897959,0.472727273,0.459016393,0.666666667,0.004580022
2015/1/5 13:00,0.021148036,0.411764706,0.163265306,0.472727273,0.491803279,0,0.007639067
2015/1/5 14:00,0.013091641,0.382352941,0.142857143,0.490909091,0.475409836,0,0.022917201
2015/1/5 15:00,0.014098691,0.382352941,0.163265306,0.509090909,0.459016393,0,0.038195335
2015/1/5 16:00,0.011077543,0.352941176,0.142857143,0.545454545,0.442622951,0,0.050414424
2015/1/5 17:00,0.008056395,0.308823529,0.132653061,0.581818182,0.393442623,0,0.067213535
2015/1/5 18:00,0.024169184,0.323529412,0.163265306,0.6,0.37704918,0,0.080970691
2015/1/5 19:00,0.028197382,0.279411765,0.132653061,0.636363636,0.360655738,0,0.096248825
2015/1/5 20:00,0.026183283,0.264705882,0.142857143,0.654545455,0.327868852,0,0.111526959
2015/1/5 21:00,0.022155086,0.25,0.12244898,0.672727273,0.327868852,0,0.126805093
2015/1/5 22:00,0.014098691,0.25,0.132653061,0.672727273,0.31147541,0,0.145911305
2015/1/5 23:00,0.01510574,0.235294118,0.132653061,0.690909091,0.295081967,0,0.159668461
2015/1/6 0:00,0.01510574,0.235294118,0.183673469,0.690909091,0.229508197,0,0.169597539
2015/1/6 1:00,0.014098691,0.235294118,0.173469388,0.709090909,0.245901639,0,0.181816628
2015/1/6 2:00,0.01510574,0.25,0.163265306,0.709090909,0.278688525,0,0.195573784
2015/1/6 3:00,0.019133938,0.235294118,0.173469388,0.709090909,0.245901639,0.666666667,0.002290011
2015/1/6 4:00,0.009063444,0.25,0.204081633,0.709090909,0.229508197,0.666666667,0.005349056
2015/1/6 5:00,0.01611279,0.264705882,0.193877551,0.709090909,0.262295082,0,0.007639067
2015/1/6 6:00,0.01510574,0.25,0.224489796,0.690909091,0.213114754,0.333333333,0.000751944
2015/1/6 7:00,0.021148036,0.25,0.224489796,0.690909091,0.213114754,0.333333333,0.002272921
2015/1/6 8:00,0.022155086,0.279411765,0.214285714,0.709090909,0.262295082,0,0.002290011
2015/1/6 9:00,0.01611279,0.308823529,0.204081633,0.709090909,0.31147541,0,0.009160044
2015/1/6 10:00,0.022155086,0.264705882,0.153061224,0.690909091,0.31147541,0.666666667,0.004580022
2015/1/6 11:00,0.012084592,0.264705882,0.112244898,0.672727273,0.360655738,0,0.009160044
2015/1/6 12:00,0.01611279,0.264705882,0.102040816,0.654545455,0.37704918,0,0.021379134
2015/1/6 13:00,0.03121853,0.264705882,0.102040816,0.636363636,0.393442623,0,0.033598223
2015/1/6 14:00,0.035246727,0.279411765,0.102040816,0.618181818,0.409836066,0,0.045817312
2015/1/6 15:00,0.040281974,0.279411765,0.112244898,0.618181818,0.393442623,1,0.006101
2015/1/6 16:00,0.053373615,0.279411765,0.112244898,0.618181818,0.393442623,1,0.0145091
2015/1/6 17:00,0.063444109,0.279411765,0.132653061,0.618181818,0.360655738,1,0.021379134
2015/1/6 18:00,0.060422961,0.264705882,0.112244898,0.636363636,0.360655738,1,0.026728189
2015/1/6 19:00,0.09164149,0.279411765,0.142857143,0.636363636,0.344262295,1,0.032077245
2015/1/6 20:00,0.101711984,0.323529412,0.265306122,0.636363636,0.278688525,1,0.03513629
2015/1/6 21:00,0.095669688,0.294117647,0.153061224,0.636363636,0.344262295,0,0.004580022
2015/1/6 22:00,0.111782477,0.323529412,0.367346939,0.636363636,0.213114754,0,0.007639067
2015/1/6 23:00,0.120845921,0.338235294,0.336734694,0.654545455,0.245901639,0.333333333,0.000751944
2015/1/7 0:00,0.133937563,0.338235294,0.469387755,0.654545455,0.180327869,0,0.004580022
2015/1/7 1:00,0.159113797,0.338235294,0.367346939,0.654545455,0.229508197,0,0.006101
2015/1/7 2:00,0.108761329,0.338235294,0.428571429,0.654545455,0.196721311,0,0.011450056
2015/1/7 3:00,0.056394763,0.338235294,0.428571429,0.654545455,0.196721311,0,0.016799111
2015/1/7 4:00,0.029204431,0.338235294,0.428571429,0.654545455,0.196721311,0,0.019858156
2015/1/7 5:00,0.019133938,0.338235294,0.428571429,0.654545455,0.196721311,0,0.022917201
2015/1/7 6:00,0.028197382,0.382352941,0.602040816,0.672727273,0.180327869,0.333333333,0.000751944
2015/1/7 7:00,0.028197382,0.338235294,0.428571429,0.672727273,0.196721311,0,0.002290011
2015/1/7 8:00,0.040281974,0.367647059,0.56122449,0.709090909,0.180327869,0.666666667,0.002290011
2015/1/7 9:00,0.050352467,0.367647059,0.37755102,0.727272727,0.262295082,0,0.002290011
2015/1/7 10:00,0.067472306,0.323529412,0.204081633,0.727272727,0.327868852,0.333333333,0.000751944
2015/1/7 11:00,0.073514602,0.308823529,0.173469388,0.727272727,0.344262295,0.333333333,0.002272921
2015/1/7 12:00,0.057401813,0.294117647,0.142857143,0.709090909,0.360655738,1,0.002290011
2015/1/7 13:00,0.058408862,0.294117647,0.142857143,0.709090909,0.360655738,1,0.005349056
2015/1/7 14:00,0.072507553,0.294117647,0.142857143,0.709090909,0.360655738,1,0.0084081
2015/1/7 15:00,0.073514602,0.294117647,0.142857143,0.709090909,0.360655738,0.333333333,0.000751944
2015/1/7 16:00,0.083585096,0.294117647,0.142857143,0.727272727,0.360655738,0.333333333,0.002272921
2015/1/7 17:00,0.093655589,0.294117647,0.183673469,0.727272727,0.31147541,1,0.000751944
2015/1/7 18:00,0.084592145,0.338235294,0.285714286,0.727272727,0.278688525,0.333333333,0
2015/1/7 19:00,0.084592145,0.367647059,0.408163265,0.727272727,0.245901639,0.333333333,0.001520978
2015/1/7 20:00,0.106747231,0.367647059,0.408163265,0.745454545,0.245901639,1,0.000751944
2015/1/7 21:00,0.108761329,0.441176471,0.571428571,0.745454545,0.262295082,1,0.003810989
2015/1/7 22:00,0.073514602,0.441176471,0.663265306,0.727272727,0.229508197,0.333333333,0.000751944
2015/1/7 23:00,0.064451158,0.397058824,0.612244898,0.745454545,0.196721311,1,0.002290011
2015/1/8 0:00,0.0775428,0.441176471,0.663265306,0.745454545,0.229508197,0.333333333,0.000751944
2015/1/8 1:00,0.065458207,0.441176471,0.663265306,0.745454545,0.229508197,1,0.000751944
2015/1/8 2:00,0.085599194,0.426470588,0.724489796,0.745454545,0.196721311,0.666666667,0.000751944
2015/1/8 3:00,0.131923464,0.441176471,0.663265306,0.745454545,0.229508197,0.666666667,0.003810989
2015/1/8 4:00,0.203423968,0.426470588,0.663265306,0.727272727,0.213114754,0.333333333,0.000751944
2015/1/8 5:00,0.197381672,0.426470588,0.663265306,0.727272727,0.213114754,0.333333333,0.002272921
2015/1/8 6:00,0.151057402,0.411764706,0.714285714,0.727272727,0.180327869,0,0.004580022
2015/1/8 7:00,0.143001007,0.382352941,0.775510204,0.745454545,0.131147541,0.666666667,0.002290011
2015/1/8 8:00,0.121852971,0.382352941,0.602040816,0.745454545,0.180327869,0,0.002290011
2015/1/8 9:00,0.105740181,0.411764706,0.56122449,0.745454545,0.229508197,0,0.005349056
2015/1/8 10:00,0.083585096,0.411764706,0.448979592,0.727272727,0.278688525,0,0.0084081
2015/1/8 11:00,0.090634441,0.397058824,0.326530612,0.727272727,0.327868852,0,0.011467145
2015/1/8 12:00,0.104733132,0.397058824,0.326530612,0.690909091,0.327868852,0,0.01452619
2015/1/8 13:00,0.123867069,0.397058824,0.275510204,0.672727273,0.360655738,0.333333333,0.000751944
2015/1/8 14:00,0.178247734,0.382352941,0.214285714,0.654545455,0.393442623,0.333333333,0.003810989
2015/1/8 15:00,0.139979859,0.426470588,0.285714286,0.654545455,0.393442623,1,0.004580022
2015/1/8 16:00,0.166163142,0.441176471,0.306122449,0.654545455,0.393442623,1,0.007639067
2015/1/8 17:00,0.159113797,0.426470588,0.357142857,0.654545455,0.344262295,0.333333333,0.000751944
2015/1/8 18:00,0.165156093,0.441176471,0.448979592,0.654545455,0.31147541,0.333333333,0.002272921
2015/1/8 19:00,0.210473313,0.441176471,0.571428571,0.672727273,0.262295082,0.666666667,0.002290011
2015/1/8 20:00,0.359516616,0.441176471,0.571428571,0.672727273,0.262295082,0.333333333,0.000751944
2015/1/8 21:00,0.360523666,0.411764706,0.56122449,0.672727273,0.229508197,0.333333333,0.002272921
2015/1/8 22:00,0.357502518,0.411764706,0.56122449,0.672727273,0.229508197,0,0.002290011
2015/1/8 23:00,0.259818731,0.426470588,0.612244898,0.672727273,0.229508197,0,0.003810989
2015/1/9 0:00,0.226586103,0.411764706,0.612244898,0.690909091,0.213114754,0,0.009160044
2015/1/9 1:00,0.295065458,0.426470588,0.571428571,0.690909091,0.245901639,0,0.0145091
2015/1/9 2:00,0.250755287,0.426470588,0.612244898,0.690909091,0.229508197,0,0.017568145
2015/1/9 3:00,0.21550856,0.411764706,0.663265306,0.690909091,0.196721311,0,0.022917201
2015/1/9 4:00,0.054380665,0.426470588,0.571428571,0.690909091,0.245901639,0,0.029787234
2015/1/9 5:00,0.039274924,0.411764706,0.56122449,0.690909091,0.229508197,0,0.031308212
2015/1/9 6:00,0.01510574,0.382352941,0.56122449,0.690909091,0.196721311,0.666666667,0.002290011
2015/1/9 7:00,0.010070493,0.397058824,0.479591837,0.709090909,0.245901639,0,0.006101
2015/1/9 8:00,0.011077543,0.382352941,0.43877551,0.709090909,0.245901639,0,0.011450056
2015/1/9 9:00,0.01510574,0.397058824,0.37755102,0.727272727,0.295081967,0,0.019858156
2015/1/9 10:00,0.01510574,0.352941176,0.224489796,0.745454545,0.344262295,0,0.025207212
2015/1/9 11:00,0.012084592,0.338235294,0.163265306,0.727272727,0.393442623,0,0.030556268
2015/1/9 12:00,0.010070493,0.323529412,0.153061224,0.709090909,0.393442623,0,0.045834401
2015/1/9 13:00,0.013091641,0.323529412,0.132653061,0.690909091,0.409836066,0,0.058053491
2015/1/9 14:00,0.009063444,0.323529412,0.12244898,0.672727273,0.426229508,0,0.07027258
2015/1/9 15:00,0.012084592,0.323529412,0.12244898,0.672727273,0.426229508,0,0.080201658
2015/1/9 16:00,0.020140987,0.338235294,0.142857143,0.672727273,0.426229508,0,0.090130736
2015/1/9 17:00,0.021148036,0.338235294,0.153061224,0.672727273,0.409836066,0,0.098538836
2015/1/9 18:00,0.042296073,0.338235294,0.142857143,0.672727273,0.426229508,0,0.103887892
2015/1/9 19:00,0.100704935,0.352941176,0.224489796,0.672727273,0.344262295,0.333333333,0.000751944
2015/1/9 20:00,0.163141994,0.382352941,0.346938776,0.654545455,0.295081967,0.333333333,0.001520978
2015/1/9 21:00,0.26082578,0.382352941,0.43877551,0.654545455,0.245901639,0.333333333,0.003041955
2015/1/9 22:00,0.283987915,0.397058824,0.520408163,0.654545455,0.229508197,0.333333333,0.003810989
2015/1/9 23:00,0.291037261,0.397058824,0.479591837,0.636363636,0.245901639,0.333333333,0.005331966
2015/1/10 0:00,0.247734139,0.382352941,0.479591837,0.636363636,0.229508197,0,0.002290011
2015/1/10 1:00,0.270896274,0.382352941,0.56122449,0.636363636,0.196721311,0.333333333,0.000751944
2015/1/10 2:00,0.29204431,0.397058824,0.56122449,0.618181818,0.213114754,0,0.000751944
2015/1/10 3:00,0.227593152,0.382352941,0.520408163,0.618181818,0.213114754,0,0.002272921
2015/1/10 4:00,0.209466264,0.382352941,0.602040816,0.6,0.180327869,0,0.005331966
2015/1/10 5:00,0.174219537,0.367647059,0.602040816,0.6,0.163934426,0.333333333,0.000751944
2015/1/10 6:00,0.166163142,0.382352941,0.56122449,0.581818182,0.196721311,0.333333333,0.002272921
2015/1/10 7:00,0.182275932,0.382352941,0.663265306,0.581818182,0.163934426,0.333333333,0.003793899
2015/1/10 8:00,0.193353474,0.382352941,0.602040816,0.581818182,0.180327869,0.333333333,0.005314877
2015/1/10 9:00,0.258811682,0.411764706,0.520408163,0.6,0.245901639,1,0.000751944
2015/1/10 10:00,0.2306143,0.411764706,0.37755102,0.581818182,0.31147541,0.333333333,0.000751944
2015/1/10 11:00,0.197381672,0.382352941,0.255102041,0.563636364,0.360655738,0.333333333,0.002272921
2015/1/10 12:00,0.18529708,0.397058824,0.173469388,0.545454545,0.459016393,0.333333333,0.005331966
2015/1/10 13:00,0.156092649,0.382352941,0.12244898,0.509090909,0.508196721,0,0.006101
2015/1/10 14:00,0.136958711,0.352941176,0.091836735,0.509090909,0.524590164,0,0.018320089
2015/1/10 15:00,0.074521652,0.352941176,0.102040816,0.509090909,0.508196721,0,0.033598223
2015/1/10 16:00,0.09164149,0.367647059,0.112244898,0.509090909,0.508196721,0,0.047355379
2015/1/10 17:00,0.081570997,0.338235294,0.102040816,0.527272727,0.491803279,0,0.057284457
2015/1/10 18:00,0.162134945,0.352941176,0.112244898,0.527272727,0.491803279,1,0.006101
2015/1/10 19:00,0.212487412,0.352941176,0.132653061,0.545454545,0.459016393,0,0.004580022
2015/1/10 20:00,0.233635448,0.367647059,0.255102041,0.563636364,0.344262295,0.333333333,0.000751944
2015/1/10 21:00,0.232628399,0.382352941,0.37755102,0.563636364,0.278688525,0,0.002290011
2015/1/10 22:00,0.056394763,0.367647059,0.183673469,0.6,0.409836066,0.666666667,0.007639067
2015/1/10 23:00,0.022155086,0.352941176,0.163265306,0.618181818,0.409836066,0.666666667,0.016047167
2015/1/11 0:00,0.006042296,0.367647059,0.193877551,0.636363636,0.393442623,0.666666667,0.024455268
2015/1/11 1:00,0.005035247,0.382352941,0.234693878,0.654545455,0.37704918,0.666666667,0.034384346
2015/1/11 2:00,0.006042296,0.382352941,0.255102041,0.672727273,0.360655738,0.666666667,0.044313424
2015/1/11 3:00,0.008056395,0.367647059,0.234693878,0.690909091,0.360655738,0.666666667,0.052721524
2015/1/11 4:00,0.011077543,0.338235294,0.204081633,0.690909091,0.344262295,0.666666667,0.061129625
2015/1/11 5:00,0.008056395,0.338235294,0.224489796,0.709090909,0.327868852,0.666666667,0.067999658
2015/1/11 6:00,0.005035247,0.338235294,0.224489796,0.727272727,0.327868852,0.666666667,0.074869692
2015/1/11 7:00,0.008056395,0.338235294,0.224489796,0.745454545,0.327868852,0.666666667,0.083277792
2015/1/11 8:00,0.01510574,0.338235294,0.224489796,0.763636364,0.327868852,0.666666667,0.088626848
2015/1/11 9:00,0.012084592,0.338235294,0.204081633,0.781818182,0.344262295,0.333333333,0.000751944
2015/1/11 10:00,0.007049345,0.338235294,0.173469388,0.8,0.37704918,0.333333333,0.002272921
2015/1/11 11:00,0.007049345,0.352941176,0.193877551,0.8,0.37704918,0.333333333,0.003793899
2015/1/11 12:00,0.013091641,0.338235294,0.163265306,0.781818182,0.393442623,0.333333333,0.006852944
2015/1/11 13:00,0.021148036,0.352941176,0.183673469,0.763636364,0.393442623,0.333333333,0.008373921
2015/1/11 14:00,0.027190332,0.352941176,0.163265306,0.763636364,0.409836066,0.333333333,0.011432966
2015/1/11 15:00,0.03021148,0.352941176,0.163265306,0.763636364,0.409836066,0.333333333,0.014492011
2015/1/11 16:00,0.027190332,0.367647059,0.183673469,0.763636364,0.409836066,0.333333333,0.016012988
2015/1/11 17:00,0.06143001,0.352941176,0.183673469,0.763636364,0.393442623,1,0.004580022
2015/1/11 18:00,0.080563948,0.382352941,0.255102041,0.781818182,0.360655738,1,0.006101
2015/1/11 19:00,0.089627392,0.382352941,0.295918367,0.8,0.327868852,0.333333333,0.000751944
2015/1/11 20:00,0.088620342,0.455882353,0.418367347,0.8,0.344262295,1,0.002290011
2015/1/11 21:00,0.088620342,0.470588235,0.428571429,0.818181818,0.360655738,1,0.007639067
2015/1/11 22:00,0.104733132,0.426470588,0.520408163,0.818181818,0.262295082,1,0.009160044
2015/1/11 23:00,0.083585096,0.470588235,0.571428571,0.836363636,0.295081967,1,0.0145091
2015/1/12 0:00,0.059415911,0.455882353,0.571428571,0.836363636,0.278688525,1,0.017568145
2015/1/12 1:00,0.056394763,0.455882353,0.62244898,0.836363636,0.262295082,1,0.02062719
2015/1/12 2:00,0.07653575,0.441176471,0.663265306,0.836363636,0.229508197,1,0.023686234
2015/1/12 3:00,0.081570997,0.441176471,0.612244898,0.836363636,0.245901639,1,0.026745279
2015/1/12 4:00,0.081570997,0.455882353,0.724489796,0.836363636,0.229508197,1,0.029804324
2015/1/12 5:00,0.094662638,0.455882353,0.673469388,0.836363636,0.245901639,1,0.032863368
2015/1/12 6:00,0.102719033,0.441176471,0.724489796,0.854545455,0.213114754,1,0.034384346
2015/1/12 7:00,0.114803625,0.455882353,0.785714286,0.854545455,0.213114754,1,0.037443391
2015/1/12 8:00,0.109768379,0.426470588,0.724489796,0.854545455,0.196721311,1,0.038964368
2015/1/12 9:00,0.119838872,0.470588235,0.724489796,0.872727273,0.245901639,0.666666667,0.002290011
2015/1/12 10:00,0.144008056,0.485294118,0.62244898,0.890909091,0.295081967,1,0.002290011
