unique_id,ds,y
BJ,2010-01-04 11:00:00,0.028197382
BJ,2010-01-04 12:00:00,0.03121853
BJ,2010-01-04 13:00:00,0.027190332
BJ,2010-01-04 14:00:00,0.028197382
BJ,2010-01-04 15:00:00,0.029204431
BJ,2010-01-04 16:00:00,0.029204431
BJ,2010-01-04 17:00:00,0.027190332
BJ,2010-01-04 18:00:00,0.025176234
BJ,2010-01-04 19:00:00,0.03021148
BJ,2010-01-04 20:00:00,0.032225579
BJ,2010-01-04 21:00:00,0.028197382
BJ,2010-01-04 22:00:00,0.03021148
BJ,2010-01-04 23:00:00,0.029204431
BJ,2010-01-05 00:00:00,0.033232628
BJ,2010-01-05 01:00:00,0.026183283
BJ,2010-01-05 02:00:00,0.024169184
BJ,2010-01-05 03:00:00,0.027190332
BJ,2010-01-05 04:00:00,0.027190332
BJ,2010-01-05 05:00:00,0.026183283
BJ,2010-01-05 06:00:00,0.026183283
BJ,2010-01-05 07:00:00,0.026183283
BJ,2010-01-05 08:00:00,0.028197382
BJ,2010-01-05 09:00:00,0.035246727
BJ,2010-01-05 10:00:00,0.029204431
BJ,2010-01-05 11:00:00,0.026183283
BJ,2010-01-05 12:00:00,0.038267875
BJ,2010-01-05 13:00:00,0.040281974
BJ,2010-01-05 14:00:00,0.032225579
BJ,2010-01-05 15:00:00,0.049345418
BJ,2010-01-05 16:00:00,0.055387714
BJ,2010-01-05 17:00:00,0.058408862
BJ,2010-01-05 18:00:00,0.059415911
BJ,2010-01-05 19:00:00,0.083585096
BJ,2010-01-05 20:00:00,0.105740181
BJ,2010-01-05 21:00:00,0.065458207
BJ,2010-01-05 22:00:00,0.049345418
BJ,2010-01-05 23:00:00,0.055387714
BJ,2010-01-06 00:00:00,0.07653575
BJ,2010-01-06 01:00:00,0.049345418
BJ,2010-01-06 02:00:00,0.043303122
BJ,2010-01-06 03:00:00,0.026183283
BJ,2010-01-06 04:00:00,0.027190332
BJ,2010-01-06 05:00:00,0.020140987
BJ,2010-01-06 06:00:00,0.024169184
BJ,2010-01-06 07:00:00,0.019133938
BJ,2010-01-06 08:00:00,0.028197382
BJ,2010-01-06 09:00:00,0.033232628
BJ,2010-01-06 10:00:00,0.041289023
BJ,2010-01-06 11:00:00,0.027190332
BJ,2010-01-06 12:00:00,0.035246727
BJ,2010-01-06 13:00:00,0.047331319
BJ,2010-01-06 14:00:00,0.048338369
BJ,2010-01-06 15:00:00,0.051359517
BJ,2010-01-06 16:00:00,0.055387714
BJ,2010-01-06 17:00:00,0.095669688
BJ,2010-01-06 18:00:00,0.074521652
BJ,2010-01-06 19:00:00,0.104733132
BJ,2010-01-06 20:00:00,0.131923464
BJ,2010-01-06 21:00:00,0.09264854
BJ,2010-01-06 22:00:00,0.130916415
BJ,2010-01-06 23:00:00,0.126888218
BJ,2010-01-07 00:00:00,0.129909366
BJ,2010-01-07 01:00:00,0.042296073
BJ,2010-01-07 02:00:00,0.036253776
BJ,2010-01-07 03:00:00,0.029204431
BJ,2010-01-07 04:00:00,0.027190332
BJ,2010-01-07 05:00:00,0.023162135
BJ,2010-01-07 06:00:00,0.022155086
BJ,2010-01-07 07:00:00,0.023162135
BJ,2010-01-07 08:00:00,0.026183283
BJ,2010-01-07 09:00:00,0.039274924
BJ,2010-01-07 10:00:00,0.041289023
BJ,2010-01-07 11:00:00,0.041289023
BJ,2010-01-07 12:00:00,0.054380665
BJ,2010-01-07 13:00:00,0.051359517
BJ,2010-01-07 14:00:00,0.050352467
BJ,2010-01-07 15:00:00,0.056394763
BJ,2010-01-07 16:00:00,0.049345418
BJ,2010-01-07 17:00:00,0.053373615
BJ,2010-01-07 18:00:00,0.066465257
BJ,2010-01-07 19:00:00,0.105740181
BJ,2010-01-07 20:00:00,0.159113797
BJ,2010-01-07 21:00:00,0.198388721
BJ,2010-01-07 22:00:00,0.190332326
BJ,2010-01-07 23:00:00,0.210473313
BJ,2010-01-08 00:00:00,0.195367573
BJ,2010-01-08 01:00:00,0.275931521
BJ,2010-01-08 02:00:00,0.164149043
BJ,2010-01-08 03:00:00,0.109768379
BJ,2010-01-08 04:00:00,0.099697885
BJ,2010-01-08 05:00:00,0.080563948
BJ,2010-01-08 06:00:00,0.070493454
BJ,2010-01-08 07:00:00,0.065458207
BJ,2010-01-08 08:00:00,0.09164149
BJ,2010-01-08 09:00:00,0.134944612
BJ,2010-01-08 10:00:00,0.155085599
BJ,2010-01-08 11:00:00,0.198388721
BJ,2010-01-08 12:00:00,0.250755287
BJ,2010-01-08 13:00:00,0.20040282
BJ,2010-01-08 14:00:00,0.231621349
BJ,2010-01-08 15:00:00,0.250755287
BJ,2010-01-08 16:00:00,0.212487412
BJ,2010-01-08 17:00:00,0.219536757
BJ,2010-01-08 18:00:00,0.227593152
BJ,2010-01-08 19:00:00,0.226586103
BJ,2010-01-08 20:00:00,0.225579053
BJ,2010-01-08 21:00:00,0.168177241
BJ,2010-01-08 22:00:00,0.16918429
BJ,2010-01-08 23:00:00,0.165156093
BJ,2010-01-09 00:00:00,0.159113797
BJ,2010-01-09 01:00:00,0.167170191
BJ,2010-01-09 02:00:00,0.196374622
BJ,2010-01-09 03:00:00,0.16918429
BJ,2010-01-09 04:00:00,0.155085599
BJ,2010-01-09 05:00:00,0.118831823
BJ,2010-01-09 06:00:00,0.105740181
BJ,2010-01-09 07:00:00,0.09264854
BJ,2010-01-09 08:00:00,0.083585096
BJ,2010-01-09 09:00:00,0.072507553
BJ,2010-01-09 10:00:00,0.065458207
BJ,2010-01-09 11:00:00,0.039274924
BJ,2010-01-09 12:00:00,0.048338369
BJ,2010-01-09 13:00:00,0.049345418
BJ,2010-01-09 14:00:00,0.048338369
BJ,2010-01-09 15:00:00,0.040281974
BJ,2010-01-09 16:00:00,0.036253776
BJ,2010-01-09 17:00:00,0.044310171
BJ,2010-01-09 18:00:00,0.043303122
BJ,2010-01-09 19:00:00,0.053373615
BJ,2010-01-09 20:00:00,0.049345418
BJ,2010-01-09 21:00:00,0.04632427
BJ,2010-01-09 22:00:00,0.065458207
BJ,2010-01-09 23:00:00,0.074521652
BJ,2010-01-10 00:00:00,0.081570997
BJ,2010-01-10 01:00:00,0.065458207
BJ,2010-01-10 02:00:00,0.082578046
BJ,2010-01-10 03:00:00,0.06143001
BJ,2010-01-10 04:00:00,0.039274924
BJ,2010-01-10 05:00:00,0.022155086
BJ,2010-01-10 06:00:00,0.024169184
BJ,2010-01-10 07:00:00,0.026183283
BJ,2010-01-10 08:00:00,0.034239678
BJ,2010-01-10 09:00:00,0.049345418
BJ,2010-01-10 10:00:00,0.069486405
BJ,2010-01-10 11:00:00,0.074521652
BJ,2010-01-10 12:00:00,0.057401813
BJ,2010-01-10 13:00:00,0.069486405
BJ,2010-01-10 14:00:00,0.067472306
BJ,2010-01-10 15:00:00,0.070493454
BJ,2010-01-10 16:00:00,0.087613293
BJ,2010-01-10 17:00:00,0.083585096
BJ,2010-01-10 18:00:00,0.082578046
BJ,2010-01-10 19:00:00,0.065458207
BJ,2010-01-10 20:00:00,0.026183283
BJ,2010-01-10 21:00:00,0.023162135
BJ,2010-01-10 22:00:00,0.021148036
BJ,2010-01-10 23:00:00,0.022155086
BJ,2010-01-11 00:00:00,0.026183283
BJ,2010-01-11 01:00:00,0.022155086
BJ,2010-01-11 02:00:00,0.01611279
BJ,2010-01-11 03:00:00,0.01611279
BJ,2010-01-11 04:00:00,0.01510574
BJ,2010-01-11 05:00:00,0.01510574
BJ,2010-01-11 06:00:00,0.019133938
BJ,2010-01-11 07:00:00,0.019133938
BJ,2010-01-11 08:00:00,0.017119839
BJ,2010-01-11 09:00:00,0.024169184
BJ,2010-01-11 10:00:00,0.025176234
BJ,2010-01-11 11:00:00,0.026183283
BJ,2010-01-11 12:00:00,0.027190332
BJ,2010-01-11 13:00:00,0.014098691
BJ,2010-01-11 14:00:00,0.023162135
BJ,2010-01-11 15:00:00,0.012084592
BJ,2010-01-11 16:00:00,0.012084592
BJ,2010-01-11 17:00:00,0.012084592
BJ,2010-01-11 18:00:00,0.01611279
BJ,2010-01-11 19:00:00,0.019133938
BJ,2010-01-11 20:00:00,0.026183283
BJ,2010-01-11 21:00:00,0.019133938
BJ,2010-01-11 22:00:00,0.014098691
BJ,2010-01-11 23:00:00,0.020140987
BJ,2010-01-12 00:00:00,0.020140987
BJ,2010-01-12 01:00:00,0.036253776
BJ,2010-01-12 02:00:00,0.025176234
BJ,2010-01-12 03:00:00,0.014098691
BJ,2010-01-12 04:00:00,0.008056395
BJ,2010-01-12 05:00:00,0.010070493
BJ,2010-01-12 06:00:00,0.010070493
BJ,2010-01-12 07:00:00,0.01510574
BJ,2010-01-12 08:00:00,0.012084592
BJ,2010-01-12 09:00:00,0.014098691
BJ,2010-01-12 10:00:00,0.020140987
BJ,2010-01-12 11:00:00,0.023162135
BJ,2010-01-12 12:00:00,0.021148036
BJ,2010-01-12 13:00:00,0.021148036
BJ,2010-01-12 14:00:00,0.021148036
BJ,2010-01-12 15:00:00,0.018126888
BJ,2010-01-12 16:00:00,0.022155086
BJ,2010-01-12 17:00:00,0.024169184
BJ,2010-01-12 18:00:00,0.024169184
BJ,2010-01-12 19:00:00,0.03021148
BJ,2010-01-12 20:00:00,0.024169184
BJ,2010-01-12 21:00:00,0.021148036
BJ,2010-01-12 22:00:00,0.021148036
BJ,2010-01-12 23:00:00,0.014098691
BJ,2010-01-13 00:00:00,0.01510574
BJ,2010-01-13 01:00:00,0.010070493
BJ,2010-01-13 02:00:00,0.010070493
BJ,2010-01-13 03:00:00,0.011077543
BJ,2010-01-13 04:00:00,0.010070493
BJ,2010-01-13 05:00:00,0.011077543
BJ,2010-01-13 06:00:00,0.026183283
BJ,2010-01-13 07:00:00,0.027190332
BJ,2010-01-13 08:00:00,0.033232628
BJ,2010-01-13 09:00:00,0.032225579
BJ,2010-01-13 10:00:00,0.035246727
BJ,2010-01-13 11:00:00,0.025176234
BJ,2010-01-13 12:00:00,0.048338369
BJ,2010-01-13 13:00:00,0.051359517
BJ,2010-01-13 14:00:00,0.04632427
BJ,2010-01-13 15:00:00,0.04632427
BJ,2010-01-13 16:00:00,0.038267875
BJ,2010-01-13 17:00:00,0.058408862
BJ,2010-01-13 18:00:00,0.075528701
BJ,2010-01-13 19:00:00,0.095669688
BJ,2010-01-13 20:00:00,0.094662638
BJ,2010-01-13 21:00:00,0.067472306
BJ,2010-01-13 22:00:00,0.064451158
BJ,2010-01-13 23:00:00,0.074521652
BJ,2010-01-14 00:00:00,0.257804632
BJ,2010-01-14 01:00:00,0.174219537
BJ,2010-01-14 02:00:00,0.164149043
BJ,2010-01-14 03:00:00,0.161127895
BJ,2010-01-14 04:00:00,0.136958711
BJ,2010-01-14 05:00:00,0.09164149
BJ,2010-01-14 06:00:00,0.063444109
BJ,2010-01-14 07:00:00,0.086606244
BJ,2010-01-14 08:00:00,0.086606244
BJ,2010-01-14 09:00:00,0.083585096
BJ,2010-01-14 10:00:00,0.094662638
BJ,2010-01-14 11:00:00,0.078549849
BJ,2010-01-14 12:00:00,0.074521652
BJ,2010-01-14 13:00:00,0.078549849
BJ,2010-01-14 14:00:00,0.085599194
BJ,2010-01-14 15:00:00,0.071500504
BJ,2010-01-14 16:00:00,0.088620342
BJ,2010-01-14 17:00:00,0.093655589
BJ,2010-01-14 18:00:00,0.068479355
BJ,2010-01-14 19:00:00,0.048338369
BJ,2010-01-14 20:00:00,0.032225579
BJ,2010-01-14 21:00:00,0.026183283
BJ,2010-01-14 22:00:00,0.019133938
BJ,2010-01-14 23:00:00,0.035246727
BJ,2010-01-15 00:00:00,0.036253776
BJ,2010-01-15 01:00:00,0.029204431
BJ,2010-01-15 02:00:00,0.017119839
BJ,2010-01-15 03:00:00,0.020140987
BJ,2010-01-15 04:00:00,0.012084592
BJ,2010-01-15 05:00:00,0.022155086
BJ,2010-01-15 06:00:00,0.025176234
BJ,2010-01-15 07:00:00,0.026183283
BJ,2010-01-15 08:00:00,0.029204431
BJ,2010-01-15 09:00:00,0.027190332
BJ,2010-01-15 10:00:00,0.025176234
BJ,2010-01-15 11:00:00,0.025176234
BJ,2010-01-15 12:00:00,0.03021148
BJ,2010-01-15 13:00:00,0.034239678
BJ,2010-01-15 14:00:00,0.035246727
BJ,2010-01-15 15:00:00,0.036253776
BJ,2010-01-15 16:00:00,0.063444109
BJ,2010-01-15 17:00:00,0.082578046
BJ,2010-01-15 18:00:00,0.090634441
BJ,2010-01-15 19:00:00,0.089627392
BJ,2010-01-15 20:00:00,0.101711984
BJ,2010-01-15 21:00:00,0.093655589
BJ,2010-01-15 22:00:00,0.086606244
BJ,2010-01-15 23:00:00,0.140986908
BJ,2010-01-16 00:00:00,0.211480363
BJ,2010-01-16 01:00:00,0.242698892
BJ,2010-01-16 02:00:00,0.271903323
BJ,2010-01-16 03:00:00,0.249748238
BJ,2010-01-16 04:00:00,0.20040282
BJ,2010-01-16 05:00:00,0.147029204
BJ,2010-01-16 06:00:00,0.113796576
BJ,2010-01-16 07:00:00,0.101711984
BJ,2010-01-16 08:00:00,0.10775428
BJ,2010-01-16 09:00:00,0.134944612
BJ,2010-01-16 10:00:00,0.119838872
BJ,2010-01-16 11:00:00,0.148036254
BJ,2010-01-16 12:00:00,0.126888218
BJ,2010-01-16 13:00:00,0.127895267
BJ,2010-01-16 14:00:00,0.139979859
BJ,2010-01-16 15:00:00,0.148036254
BJ,2010-01-16 16:00:00,0.150050352
BJ,2010-01-16 17:00:00,0.15407855
BJ,2010-01-16 18:00:00,0.197381672
BJ,2010-01-16 19:00:00,0.235649547
BJ,2010-01-16 20:00:00,0.26183283
BJ,2010-01-16 21:00:00,0.269889225
BJ,2010-01-16 22:00:00,0.266868077
BJ,2010-01-16 23:00:00,0.263846928
BJ,2010-01-17 00:00:00,0.241691843
BJ,2010-01-17 01:00:00,0.205438066
BJ,2010-01-17 02:00:00,0.160120846
BJ,2010-01-17 03:00:00,0.150050352
BJ,2010-01-17 04:00:00,0.148036254
BJ,2010-01-17 05:00:00,0.208459215
BJ,2010-01-17 06:00:00,0.209466264
BJ,2010-01-17 07:00:00,0.183282981
BJ,2010-01-17 08:00:00,0.161127895
BJ,2010-01-17 09:00:00,0.182275932
BJ,2010-01-17 10:00:00,0.2306143
BJ,2010-01-17 11:00:00,0.170191339
BJ,2010-01-17 12:00:00,0.172205438
BJ,2010-01-17 13:00:00,0.15407855
BJ,2010-01-17 14:00:00,0.166163142
BJ,2010-01-17 15:00:00,0.177240685
BJ,2010-01-17 16:00:00,0.191339376
BJ,2010-01-17 17:00:00,0.212487412
BJ,2010-01-17 18:00:00,0.250755287
BJ,2010-01-17 19:00:00,0.268882175
BJ,2010-01-17 20:00:00,0.318227593
BJ,2010-01-17 21:00:00,0.29204431
BJ,2010-01-17 22:00:00,0.314199396
BJ,2010-01-17 23:00:00,0.282980866
BJ,2010-01-18 00:00:00,0.282980866
BJ,2010-01-18 01:00:00,0.304128902
BJ,2010-01-18 02:00:00,0.350453172
BJ,2010-01-18 03:00:00,0.408862034
BJ,2010-01-18 04:00:00,0.362537764
BJ,2010-01-18 05:00:00,0.234642497
BJ,2010-01-18 06:00:00,0.149043303
BJ,2010-01-18 07:00:00,0.147029204
BJ,2010-01-18 08:00:00,0.18429003
BJ,2010-01-18 09:00:00,0.161127895
BJ,2010-01-18 10:00:00,0.136958711
BJ,2010-01-18 11:00:00,0.146022155
BJ,2010-01-18 12:00:00,0.144008056
BJ,2010-01-18 13:00:00,0.15407855
BJ,2010-01-18 14:00:00,0.173212487
BJ,2010-01-18 15:00:00,0.188318228
BJ,2010-01-18 16:00:00,0.203423968
BJ,2010-01-18 17:00:00,0.233635448
BJ,2010-01-18 18:00:00,0.409869084
BJ,2010-01-18 19:00:00,0.437059416
BJ,2010-01-18 20:00:00,0.404833837
BJ,2010-01-18 21:00:00,0.361530715
BJ,2010-01-18 22:00:00,0.403826788
BJ,2010-01-18 23:00:00,0.359516616
BJ,2010-01-19 00:00:00,0.38469285
BJ,2010-01-19 01:00:00,0.333333333
BJ,2010-01-19 02:00:00,0.274924471
BJ,2010-01-19 03:00:00,0.256797583
BJ,2010-01-19 04:00:00,0.303121853
BJ,2010-01-19 05:00:00,0.331319235
BJ,2010-01-19 06:00:00,0.36858006
BJ,2010-01-19 07:00:00,0.298086606
BJ,2010-01-19 08:00:00,0.332326284
BJ,2010-01-19 09:00:00,0.324269889
BJ,2010-01-19 10:00:00,0.340382679
BJ,2010-01-19 11:00:00,0.302114804
BJ,2010-01-19 12:00:00,0.311178248
BJ,2010-01-19 13:00:00,0.306143001
BJ,2010-01-19 14:00:00,0.314199396
BJ,2010-01-19 15:00:00,0.337361531
BJ,2010-01-19 16:00:00,0.358509567
BJ,2010-01-19 17:00:00,0.487411883
BJ,2010-01-19 18:00:00,0.427995972
BJ,2010-01-19 19:00:00,0.404833837
BJ,2010-01-19 20:00:00,0.375629406
BJ,2010-01-19 21:00:00,0.334340383
BJ,2010-01-19 22:00:00,0.344410876
BJ,2010-01-19 23:00:00,0.365558912
BJ,2010-01-20 00:00:00,0.390735146
BJ,2010-01-20 01:00:00,0.36958711
BJ,2010-01-20 02:00:00,0.267875126
BJ,2010-01-20 03:00:00,0.070493454
BJ,2010-01-20 04:00:00,0.080563948
BJ,2010-01-20 05:00:00,0.050352467
BJ,2010-01-20 06:00:00,0.048338369
BJ,2010-01-20 07:00:00,0.043303122
BJ,2010-01-20 08:00:00,0.044310171
BJ,2010-01-20 09:00:00,0.034239678
BJ,2010-01-20 10:00:00,0.028197382
BJ,2010-01-20 11:00:00,0.026183283
BJ,2010-01-20 12:00:00,0.028197382
BJ,2010-01-20 13:00:00,0.01510574
BJ,2010-01-20 14:00:00,0.022155086
BJ,2010-01-20 15:00:00,0.027190332
BJ,2010-01-20 16:00:00,0.021148036
BJ,2010-01-20 17:00:00,0.010070493
BJ,2010-01-20 18:00:00,0.024169184
BJ,2010-01-20 19:00:00,0.01510574
BJ,2010-01-20 20:00:00,0.019133938
BJ,2010-01-20 21:00:00,0.019133938
BJ,2010-01-20 22:00:00,0.017119839
BJ,2010-01-20 23:00:00,0.017119839
BJ,2010-01-21 00:00:00,0.01611279
BJ,2010-01-21 01:00:00,0.01611279
BJ,2010-01-21 02:00:00,0.01611279
BJ,2010-01-21 03:00:00,0.014098691
BJ,2010-01-21 04:00:00,0.018126888
BJ,2010-01-21 05:00:00,0.01510574
BJ,2010-01-21 06:00:00,0.017119839
BJ,2010-01-21 07:00:00,0.017119839
BJ,2010-01-21 08:00:00,0.017119839
BJ,2010-01-21 09:00:00,0.025176234
BJ,2010-01-21 10:00:00,0.025176234
BJ,2010-01-21 11:00:00,0.024169184
BJ,2010-01-21 12:00:00,0.023162135
BJ,2010-01-21 13:00:00,0.014098691
BJ,2010-01-21 14:00:00,0.01611279
BJ,2010-01-21 15:00:00,0.014098691
BJ,2010-01-21 16:00:00,0.020140987
BJ,2010-01-21 17:00:00,0.039274924
BJ,2010-01-21 18:00:00,0.050352467
BJ,2010-01-21 19:00:00,0.044310171
BJ,2010-01-21 20:00:00,0.060422961
BJ,2010-01-21 21:00:00,0.071500504
BJ,2010-01-21 22:00:00,0.037260826
BJ,2010-01-21 23:00:00,0.034239678
BJ,2010-01-22 00:00:00,0.028197382
BJ,2010-01-22 01:00:00,0.025176234
BJ,2010-01-22 02:00:00,0.017119839
BJ,2010-01-22 03:00:00,0.014098691
BJ,2010-01-22 04:00:00,0.014098691
BJ,2010-01-22 05:00:00,0.021148036
BJ,2010-01-22 06:00:00,0.020140987
BJ,2010-01-22 07:00:00,0.018126888
BJ,2010-01-22 08:00:00,0.021148036
BJ,2010-01-22 09:00:00,0.024169184
BJ,2010-01-22 10:00:00,0.021148036
BJ,2010-01-22 11:00:00,0.025176234
BJ,2010-01-22 12:00:00,0.03121853
BJ,2010-01-22 13:00:00,0.029204431
BJ,2010-01-22 14:00:00,0.03121853
BJ,2010-01-22 15:00:00,0.029204431
BJ,2010-01-22 16:00:00,0.03121853
BJ,2010-01-22 17:00:00,0.036253776
BJ,2010-01-22 18:00:00,0.048338369
BJ,2010-01-22 19:00:00,0.04632427
BJ,2010-01-22 20:00:00,0.038267875
BJ,2010-01-22 21:00:00,0.034239678
BJ,2010-01-22 22:00:00,0.047331319
BJ,2010-01-22 23:00:00,0.048338369
BJ,2010-01-23 00:00:00,0.023162135
BJ,2010-01-23 01:00:00,0.022155086
BJ,2010-01-23 02:00:00,0.019133938
BJ,2010-01-23 03:00:00,0.018126888
BJ,2010-01-23 04:00:00,0.01510574
BJ,2010-01-23 05:00:00,0.021148036
BJ,2010-01-23 06:00:00,0.023162135
BJ,2010-01-23 07:00:00,0.023162135
BJ,2010-01-23 08:00:00,0.040281974
BJ,2010-01-23 09:00:00,0.022155086
BJ,2010-01-23 10:00:00,0.018126888
BJ,2010-01-23 11:00:00,0.014098691
BJ,2010-01-23 12:00:00,0.018126888
BJ,2010-01-23 13:00:00,0.01611279
BJ,2010-01-23 14:00:00,0.01611279
BJ,2010-01-23 15:00:00,0.021148036
BJ,2010-01-23 16:00:00,0.022125466
BJ,2010-01-23 17:00:00,0.023102896
BJ,2010-01-23 18:00:00,0.024080327
BJ,2010-01-23 19:00:00,0.025057757
BJ,2010-01-23 20:00:00,0.026035187
BJ,2010-01-23 21:00:00,0.027012618
BJ,2010-01-23 22:00:00,0.027990048
BJ,2010-01-23 23:00:00,0.028967478
BJ,2010-01-24 00:00:00,0.029944908
BJ,2010-01-24 01:00:00,0.030922338
BJ,2010-01-24 02:00:00,0.031899769
BJ,2010-01-24 03:00:00,0.032877199
BJ,2010-01-24 04:00:00,0.033854629
BJ,2010-01-24 05:00:00,0.03483206
BJ,2010-01-24 06:00:00,0.03580949
BJ,2010-01-24 07:00:00,0.03678692
BJ,2010-01-24 08:00:00,0.03776435
BJ,2010-01-24 09:00:00,0.03874178
BJ,2010-01-24 10:00:00,0.039719211
BJ,2010-01-24 11:00:00,0.040696641
BJ,2010-01-24 12:00:00,0.041674071
BJ,2010-01-24 13:00:00,0.042651501
BJ,2010-01-24 14:00:00,0.043628932
BJ,2010-01-24 15:00:00,0.044606362
BJ,2010-01-24 16:00:00,0.045583792
BJ,2010-01-24 17:00:00,0.046561223
BJ,2010-01-24 18:00:00,0.047538653
BJ,2010-01-24 19:00:00,0.048516083
BJ,2010-01-24 20:00:00,0.049493513
BJ,2010-01-24 21:00:00,0.050470944
BJ,2010-01-24 22:00:00,0.051448374
BJ,2010-01-24 23:00:00,0.052425804
BJ,2010-01-25 00:00:00,0.053403234
BJ,2010-01-25 01:00:00,0.054380664
BJ,2010-01-25 02:00:00,0.055358095
BJ,2010-01-25 03:00:00,0.056335525
BJ,2010-01-25 04:00:00,0.057312955
BJ,2010-01-25 05:00:00,0.058290386
BJ,2010-01-25 06:00:00,0.059267816
BJ,2010-01-25 07:00:00,0.060245246
BJ,2010-01-25 08:00:00,0.061222676
BJ,2010-01-25 09:00:00,0.062200106
BJ,2010-01-25 10:00:00,0.063177537
BJ,2010-01-25 11:00:00,0.064154967
BJ,2010-01-25 12:00:00,0.065132397
BJ,2010-01-25 13:00:00,0.066109828
BJ,2010-01-25 14:00:00,0.067087258
BJ,2010-01-25 15:00:00,0.068064688
BJ,2010-01-25 16:00:00,0.069042118
BJ,2010-01-25 17:00:00,0.070019549
BJ,2010-01-25 18:00:00,0.070996979
BJ,2010-01-25 19:00:00,0.071974409
BJ,2010-01-25 20:00:00,0.072951839
BJ,2010-01-25 21:00:00,0.073929269
BJ,2010-01-25 22:00:00,0.0749067
BJ,2010-01-25 23:00:00,0.07588413
BJ,2010-01-26 00:00:00,0.07686156
BJ,2010-01-26 01:00:00,0.077838991
BJ,2010-01-26 02:00:00,0.078816421
BJ,2010-01-26 03:00:00,0.079793851
BJ,2010-01-26 04:00:00,0.080771281
BJ,2010-01-26 05:00:00,0.081748711
BJ,2010-01-26 06:00:00,0.082726142
