unique_id,ds,Exogenous1,Exogenous2,Exogenous3,Exogenous4,Exogenous5,Exogenous6,week_day,day_0,day_1,day_2,day_3,day_4,day_5,day_6
BJ,2010-01-02 22:00:00,0.470588235,0.846938776,0.672727273,0.213114754,1.0,0.088609758,5,False,False,False,False,False,True,False
BJ,2010-01-02 23:00:00,0.470588235,0.846938776,0.654545455,0.213114754,1.0,0.093958814,5,False,False,False,False,False,True,False
BJ,2010-01-03 00:00:00,0.485294118,0.918367347,0.654545455,0.213114754,1.0,0.09930787,6,False,False,False,False,False,False,True
BJ,2010-01-03 01:00:00,0.470588235,0.846938776,0.636363636,0.213114754,1.0,0.104656926,6,False,False,False,False,False,False,True
BJ,2010-01-03 02:00:00,0.470588235,0.918367347,0.636363636,0.196721311,1.0,0.111526959,6,False,False,False,False,False,False,True
BJ,2010-01-03 03:00:00,0.470588235,0.918367347,0.618181818,0.196721311,1.0,0.116876015,6,False,False,False,False,False,False,True
BJ,2010-01-03 04:00:00,0.470588235,0.918367347,0.6,0.196721311,1.0,0.123746048,6,False,False,False,False,False,False,True
BJ,2010-01-03 05:00:00,0.455882353,0.918367347,0.6,0.180327869,1.0,0.130616081,6,False,False,False,False,False,False,True
BJ,2010-01-03 06:00:00,0.441176471,0.846938776,0.6,0.180327869,1.0,0.137486115,6,False,False,False,False,False,False,True
BJ,2010-01-03 07:00:00,0.441176471,0.918367347,0.6,0.163934426,1.0,0.144356148,6,False,False,False,False,False,False,True
BJ,2010-01-03 08:00:00,0.441176471,0.918367347,0.6,0.163934426,1.0,0.152764248,6,False,False,False,False,False,False,True
BJ,2010-01-03 09:00:00,0.426470588,0.846938776,0.581818182,0.163934426,1.0,0.159634282,6,False,False,False,False,False,False,True
BJ,2010-01-03 10:00:00,0.426470588,0.846938776,0.581818182,0.163934426,1.0,0.166504315,6,False,False,False,False,False,False,True
BJ,2010-01-03 11:00:00,0.426470588,0.846938776,0.563636364,0.163934426,1.0,0.174912416,6,False,False,False,False,False,False,True
BJ,2010-01-03 12:00:00,0.426470588,0.846938776,0.545454545,0.163934426,1.0,0.180261471,6,False,False,False,False,False,False,True
BJ,2010-01-03 13:00:00,0.426470588,0.846938776,0.527272727,0.163934426,1.0,0.190190549,6,False,False,False,False,False,False,True
BJ,2010-01-03 14:00:00,0.426470588,0.846938776,0.527272727,0.163934426,1.0,0.19859865,6,False,False,False,False,False,False,True
BJ,2010-01-03 15:00:00,0.426470588,0.846938776,0.527272727,0.163934426,1.0,0.20700675,6,False,False,False,False,False,False,True
BJ,2010-01-03 16:00:00,0.426470588,0.846938776,0.527272727,0.163934426,1.0,0.212355806,6,False,False,False,False,False,False,True
BJ,2010-01-03 17:00:00,0.426470588,0.846938776,0.527272727,0.163934426,1.0,0.217704862,6,False,False,False,False,False,False,True
BJ,2010-01-03 18:00:00,0.426470588,0.846938776,0.545454545,0.163934426,0.333333333,0.000751944,6,False,False,False,False,False,False,True
BJ,2010-01-03 19:00:00,0.426470588,0.846938776,0.563636364,0.163934426,0.333333333,0.002272921,6,False,False,False,False,False,False,True
BJ,2010-01-03 20:00:00,0.441176471,0.918367347,0.563636364,0.163934426,0.0,0.006101,6,False,False,False,False,False,False,True
BJ,2010-01-03 21:00:00,0.426470588,0.918367347,0.581818182,0.147540984,0.0,0.011450056,6,False,False,False,False,False,False,True
BJ,2010-01-03 22:00:00,0.426470588,0.846938776,0.581818182,0.163934426,0.0,0.018320089,6,False,False,False,False,False,False,True
BJ,2010-01-03 23:00:00,0.411764706,0.918367347,0.581818182,0.131147541,0.0,0.023669145,6,False,False,False,False,False,False,True
BJ,2010-01-04 00:00:00,0.382352941,0.846938776,0.581818182,0.114754098,0.0,0.026728189,0,True,False,False,False,False,False,False
BJ,2010-01-04 01:00:00,0.352941176,0.551020408,0.581818182,0.163934426,0.0,0.036657267,0,True,False,False,False,False,False,False
BJ,2010-01-04 02:00:00,0.338235294,0.551020408,0.6,0.147540984,0.0,0.050414424,0,True,False,False,False,False,False,False
BJ,2010-01-04 03:00:00,0.323529412,0.551020408,0.6,0.131147541,0.0,0.067213535,0,True,False,False,False,False,False,False
BJ,2010-01-04 04:00:00,0.308823529,0.5,0.618181818,0.131147541,0.0,0.082491669,0,True,False,False,False,False,False,False
BJ,2010-01-04 05:00:00,0.294117647,0.5,0.636363636,0.114754098,0.0,0.094710758,0,True,False,False,False,False,False,False
BJ,2010-01-04 06:00:00,0.279411765,0.459183673,0.654545455,0.114754098,0.0,0.109988892,0,True,False,False,False,False,False,False
BJ,2010-01-04 07:00:00,0.279411765,0.5,0.654545455,0.098360656,0.0,0.125267026,0,True,False,False,False,False,False,False
BJ,2010-01-04 08:00:00,0.264705882,0.448979592,0.672727273,0.098360656,0.0,0.137486115,0,True,False,False,False,False,False,False
BJ,2010-01-04 09:00:00,0.264705882,0.448979592,0.690909091,0.098360656,0.0,0.154285226,0,True,False,False,False,False,False,False
BJ,2010-01-04 10:00:00,0.264705882,0.418367347,0.709090909,0.114754098,0.0,0.171084337,0,True,False,False,False,False,False,False
BJ,2010-01-04 11:00:00,0.25,0.37755102,0.727272727,0.114754098,0.0,0.184841494,0,True,False,False,False,False,False,False
BJ,2010-01-04 12:00:00,0.279411765,0.418367347,0.709090909,0.131147541,0.0,0.200119627,0,True,False,False,False,False,False,False
BJ,2010-01-04 13:00:00,0.294117647,0.418367347,0.709090909,0.147540984,0.0,0.216918739,0,True,False,False,False,False,False,False
BJ,2010-01-04 14:00:00,0.279411765,0.387755102,0.709090909,0.147540984,0.0,0.232196873,0,True,False,False,False,False,False,False
BJ,2010-01-04 15:00:00,0.279411765,0.357142857,0.709090909,0.163934426,0.0,0.247475006,0,True,False,False,False,False,False,False
BJ,2010-01-04 16:00:00,0.279411765,0.357142857,0.727272727,0.163934426,0.0,0.259694096,0,True,False,False,False,False,False,False
BJ,2010-01-04 17:00:00,0.294117647,0.459183673,0.745454545,0.131147541,0.0,0.271913185,0,True,False,False,False,False,False,False
BJ,2010-01-04 18:00:00,0.25,0.346938776,0.745454545,0.131147541,0.0,0.281842263,0,True,False,False,False,False,False,False
BJ,2010-01-04 19:00:00,0.279411765,0.459183673,0.763636364,0.114754098,0.0,0.291771341,0,True,False,False,False,False,False,False
BJ,2010-01-04 20:00:00,0.235294118,0.346938776,0.781818182,0.114754098,0.0,0.307049474,0,True,False,False,False,False,False,False
BJ,2010-01-04 21:00:00,0.235294118,0.37755102,0.781818182,0.098360656,0.0,0.319268564,0,True,False,False,False,False,False,False
BJ,2010-01-04 22:00:00,0.235294118,0.37755102,0.8,0.098360656,0.0,0.33302572,0,True,False,False,False,False,False,False
BJ,2010-01-04 23:00:00,0.205882353,0.367346939,0.8,0.06557377,0.0,0.338374776,0,True,False,False,False,False,False,False
BJ,2010-01-05 00:00:00,0.205882353,0.43877551,0.8,0.032786885,0.0,0.343723831,1,False,True,False,False,False,False,False
BJ,2010-01-05 01:00:00,0.205882353,0.479591837,0.8,0.016393443,0.0,0.350593865,1,False,True,False,False,False,False,False
BJ,2010-01-05 02:00:00,0.205882353,0.520408163,0.8,0.0,0.0,0.355942921,1,False,True,False,False,False,False,False
BJ,2010-01-05 03:00:00,0.191176471,0.43877551,0.8,0.016393443,0.0,0.364351021,1,False,True,False,False,False,False,False
BJ,2010-01-05 04:00:00,0.191176471,0.479591837,0.8,0.0,0.0,0.372759122,1,False,True,False,False,False,False,False
BJ,2010-01-05 05:00:00,0.191176471,0.367346939,0.781818182,0.049180328,0.666666667,0.007639067,1,False,True,False,False,False,False,False
BJ,2010-01-05 06:00:00,0.205882353,0.397959184,0.8,0.049180328,0.666666667,0.012988123,1,False,True,False,False,False,False,False
BJ,2010-01-05 07:00:00,0.191176471,0.367346939,0.781818182,0.049180328,0.666666667,0.022917201,1,False,True,False,False,False,False,False
BJ,2010-01-05 08:00:00,0.205882353,0.397959184,0.8,0.049180328,0.666666667,0.031325301,1,False,True,False,False,False,False,False
BJ,2010-01-05 09:00:00,0.205882353,0.367346939,0.8,0.06557377,0.666666667,0.041254379,1,False,True,False,False,False,False,False
BJ,2010-01-05 10:00:00,0.220588235,0.367346939,0.8,0.081967213,0.666666667,0.04966248,1,False,True,False,False,False,False,False
BJ,2010-01-05 11:00:00,0.220588235,0.336734694,0.8,0.098360656,0.666666667,0.05807058,1,False,True,False,False,False,False,False
BJ,2010-01-05 12:00:00,0.220588235,0.316326531,0.781818182,0.114754098,0.666666667,0.066478681,1,False,True,False,False,False,False,False
BJ,2010-01-05 13:00:00,0.235294118,0.316326531,0.745454545,0.131147541,0.666666667,0.069537725,1,False,True,False,False,False,False,False
BJ,2010-01-05 14:00:00,0.264705882,0.37755102,0.745454545,0.131147541,0.333333333,0.000751944,1,False,True,False,False,False,False,False
BJ,2010-01-05 15:00:00,0.25,0.346938776,0.727272727,0.131147541,0.0,0.002290011,1,False,True,False,False,False,False,False
BJ,2010-01-05 16:00:00,0.235294118,0.316326531,0.727272727,0.131147541,0.0,0.005349056,1,False,True,False,False,False,False,False
BJ,2010-01-05 17:00:00,0.25,0.346938776,0.727272727,0.131147541,0.0,0.0084081,1,False,True,False,False,False,False,False
BJ,2010-01-05 18:00:00,0.25,0.346938776,0.745454545,0.131147541,0.0,0.011467145,1,False,True,False,False,False,False,False
BJ,2010-01-05 19:00:00,0.264705882,0.448979592,0.763636364,0.098360656,0.0,0.016816201,1,False,True,False,False,False,False,False
BJ,2010-01-05 20:00:00,0.264705882,0.418367347,0.763636364,0.114754098,0.0,0.022165257,1,False,True,False,False,False,False,False
BJ,2010-01-05 21:00:00,0.235294118,0.581632653,0.763636364,0.016393443,0.0,0.027514313,1,False,True,False,False,False,False,False
BJ,2010-01-05 22:00:00,0.264705882,0.448979592,0.781818182,0.098360656,0.0,0.034384346,1,False,True,False,False,False,False,False
BJ,2010-01-05 23:00:00,0.264705882,0.581632653,0.763636364,0.049180328,0.0,0.039733402,1,False,True,False,False,False,False,False
BJ,2010-01-06 00:00:00,0.220588235,0.479591837,0.763636364,0.032786885,0.0,0.045082457,2,False,False,True,False,False,False,False
BJ,2010-01-06 01:00:00,0.220588235,0.367346939,0.763636364,0.081967213,0.666666667,0.006101,2,False,False,True,False,False,False,False
BJ,2010-01-06 02:00:00,0.205882353,0.336734694,0.781818182,0.081967213,0.666666667,0.012971033,2,False,False,True,False,False,False,False
BJ,2010-01-06 03:00:00,0.205882353,0.336734694,0.763636364,0.081967213,0.666666667,0.022900111,2,False,False,True,False,False,False,False
BJ,2010-01-06 04:00:00,0.205882353,0.336734694,0.763636364,0.081967213,0.666666667,0.029770144,2,False,False,True,False,False,False,False
BJ,2010-01-06 05:00:00,0.205882353,0.336734694,0.763636364,0.081967213,0.666666667,0.039699222,2,False,False,True,False,False,False,False
BJ,2010-01-06 06:00:00,0.205882353,0.336734694,0.763636364,0.081967213,0.666666667,0.048107323,2,False,False,True,False,False,False,False
BJ,2010-01-06 07:00:00,0.205882353,0.367346939,0.781818182,0.06557377,0.666666667,0.056515423,2,False,False,True,False,False,False,False
BJ,2010-01-06 08:00:00,0.205882353,0.336734694,0.781818182,0.081967213,0.666666667,0.066444501,2,False,False,True,False,False,False,False
BJ,2010-01-06 09:00:00,0.220588235,0.336734694,0.8,0.098360656,0.666666667,0.074852602,2,False,False,True,False,False,False,False
BJ,2010-01-06 10:00:00,0.220588235,0.316326531,0.8,0.114754098,0.666666667,0.08478168,2,False,False,True,False,False,False,False
BJ,2010-01-06 11:00:00,0.235294118,0.316326531,0.8,0.131147541,0.666666667,0.09318978,2,False,False,True,False,False,False,False
BJ,2010-01-06 12:00:00,0.235294118,0.285714286,0.781818182,0.147540984,0.666666667,0.100059814,2,False,False,True,False,False,False,False
BJ,2010-01-06 13:00:00,0.264705882,0.346938776,0.763636364,0.147540984,0.0,0.006101,2,False,False,True,False,False,False,False
BJ,2010-01-06 14:00:00,0.264705882,0.326530612,0.763636364,0.163934426,0.0,0.009160044,2,False,False,True,False,False,False,False
BJ,2010-01-06 15:00:00,0.264705882,0.295918367,0.763636364,0.180327869,0.333333333,0.000751944,2,False,False,True,False,False,False,False
BJ,2010-01-06 16:00:00,0.264705882,0.295918367,0.763636364,0.180327869,0.0,0.002290011,2,False,False,True,False,False,False,False
BJ,2010-01-06 17:00:00,0.279411765,0.357142857,0.763636364,0.163934426,0.0,0.005349056,2,False,False,True,False,False,False,False
BJ,2010-01-06 18:00:00,0.264705882,0.326530612,0.763636364,0.163934426,0.0,0.0084081,2,False,False,True,False,False,False,False
BJ,2010-01-06 19:00:00,0.264705882,0.489795918,0.781818182,0.081967213,0.333333333,0.000751944,2,False,False,True,False,False,False,False
BJ,2010-01-06 20:00:00,0.264705882,0.418367347,0.8,0.114754098,0.0,0.002290011,2,False,False,True,False,False,False,False
BJ,2010-01-06 21:00:00,0.279411765,0.540816327,0.781818182,0.081967213,0.0,0.005349056,2,False,False,True,False,False,False,False
BJ,2010-01-06 22:00:00,0.264705882,0.581632653,0.8,0.049180328,0.0,0.0084081,2,False,False,True,False,False,False,False
BJ,2010-01-06 23:00:00,0.279411765,0.642857143,0.8,0.049180328,0.0,0.011467145,2,False,False,True,False,False,False,False
BJ,2010-01-07 00:00:00,0.279411765,0.642857143,0.8,0.049180328,0.0,0.01452619,3,False,False,False,True,False,False,False
BJ,2010-01-07 01:00:00,0.279411765,0.642857143,0.8,0.049180328,0.333333333,0.0,3,False,False,False,True,False,False,False
BJ,2010-01-07 02:00:00,0.264705882,0.693877551,0.818181818,0.016393443,0.333333333,0.001520978,3,False,False,False,True,False,False,False
BJ,2010-01-07 03:00:00,0.25,0.489795918,0.818181818,0.06557377,0.0,0.006101,3,False,False,False,True,False,False,False
BJ,2010-01-07 04:00:00,0.235294118,0.489795918,0.8,0.049180328,0.0,0.011450056,3,False,False,False,True,False,False,False
BJ,2010-01-07 05:00:00,0.220588235,0.408163265,0.8,0.06557377,0.0,0.016799111,3,False,False,False,True,False,False,False
BJ,2010-01-07 06:00:00,0.235294118,0.448979592,0.8,0.06557377,0.0,0.023669145,3,False,False,False,True,False,False,False
BJ,2010-01-07 07:00:00,0.220588235,0.336734694,0.818181818,0.098360656,0.666666667,0.007639067,3,False,False,False,True,False,False,False
BJ,2010-01-07 08:00:00,0.235294118,0.408163265,0.818181818,0.081967213,0.0,0.006101,3,False,False,False,True,False,False,False
BJ,2010-01-07 09:00:00,0.25,0.37755102,0.818181818,0.114754098,0.0,0.0145091,3,False,False,False,True,False,False,False
BJ,2010-01-07 10:00:00,0.264705882,0.37755102,0.818181818,0.131147541,0.0,0.021379134,3,False,False,False,True,False,False,False
BJ,2010-01-07 11:00:00,0.294117647,0.418367347,0.818181818,0.147540984,0.0,0.026728189,3,False,False,False,True,False,False,False
BJ,2010-01-07 12:00:00,0.279411765,0.357142857,0.8,0.163934426,0.0,0.032077245,3,False,False,False,True,False,False,False
BJ,2010-01-07 13:00:00,0.279411765,0.326530612,0.781818182,0.180327869,0.0,0.03513629,3,False,False,False,True,False,False,False
BJ,2010-01-07 14:00:00,0.294117647,0.326530612,0.763636364,0.196721311,0.0,0.038195335,3,False,False,False,True,False,False,False
BJ,2010-01-07 15:00:00,0.294117647,0.326530612,0.745454545,0.196721311,0.0,0.041254379,3,False,False,False,True,False,False,False
BJ,2010-01-07 16:00:00,0.323529412,0.428571429,0.745454545,0.180327869,0.0,0.044313424,3,False,False,False,True,False,False,False
BJ,2010-01-07 17:00:00,0.308823529,0.428571429,0.745454545,0.163934426,0.0,0.047372469,3,False,False,False,True,False,False,False
BJ,2010-01-07 18:00:00,0.308823529,0.5,0.745454545,0.131147541,0.666666667,0.000751944,3,False,False,False,True,False,False,False
BJ,2010-01-07 19:00:00,0.323529412,0.551020408,0.763636364,0.131147541,0.0,0.002290011,3,False,False,False,True,False,False,False
BJ,2010-01-07 20:00:00,0.308823529,0.704081633,0.745454545,0.06557377,0.666666667,0.002290011,3,False,False,False,True,False,False,False
BJ,2010-01-07 21:00:00,0.308823529,0.642857143,0.745454545,0.081967213,0.333333333,0.0,3,False,False,False,True,False,False,False
BJ,2010-01-07 22:00:00,0.279411765,0.540816327,0.745454545,0.081967213,0.333333333,0.001520978,3,False,False,False,True,False,False,False
BJ,2010-01-07 23:00:00,0.279411765,0.642857143,0.745454545,0.049180328,0.333333333,0.003041955,3,False,False,False,True,False,False,False
BJ,2010-01-08 00:00:00,0.279411765,0.704081633,0.727272727,0.032786885,0.0,0.002290011,4,False,False,False,False,True,False,False
BJ,2010-01-08 01:00:00,0.308823529,0.765306122,0.727272727,0.049180328,0.0,0.005349056,4,False,False,False,False,True,False,False
BJ,2010-01-08 02:00:00,0.294117647,0.704081633,0.727272727,0.049180328,0.666666667,0.000751944,4,False,False,False,False,True,False,False
BJ,2010-01-08 03:00:00,0.308823529,0.704081633,0.709090909,0.06557377,1.0,0.000751944,4,False,False,False,False,True,False,False
BJ,2010-01-08 04:00:00,0.323529412,0.765306122,0.709090909,0.06557377,0.333333333,0.0,4,False,False,False,False,True,False,False
BJ,2010-01-08 05:00:00,0.323529412,0.765306122,0.690909091,0.06557377,0.333333333,0.001520978,4,False,False,False,False,True,False,False
BJ,2010-01-08 06:00:00,0.323529412,0.765306122,0.690909091,0.06557377,0.0,0.002290011,4,False,False,False,False,True,False,False
BJ,2010-01-08 07:00:00,0.352941176,0.775510204,0.690909091,0.098360656,0.666666667,0.000751944,4,False,False,False,False,True,False,False
BJ,2010-01-08 08:00:00,0.352941176,0.714285714,0.690909091,0.114754098,1.0,0.000751944,4,False,False,False,False,True,False,False
BJ,2010-01-08 09:00:00,0.352941176,0.714285714,0.709090909,0.114754098,1.0,0.002272921,4,False,False,False,False,True,False,False
BJ,2010-01-08 10:00:00,0.338235294,0.551020408,0.709090909,0.147540984,0.666666667,0.000751944,4,False,False,False,False,True,False,False
BJ,2010-01-08 11:00:00,0.352941176,0.602040816,0.690909091,0.147540984,0.333333333,0.000751944,4,False,False,False,False,True,False,False
BJ,2010-01-08 12:00:00,0.352941176,0.551020408,0.672727273,0.163934426,1.0,0.004580022,4,False,False,False,False,True,False,False
BJ,2010-01-08 13:00:00,0.367647059,0.56122449,0.636363636,0.180327869,1.0,0.007639067,4,False,False,False,False,True,False,False
BJ,2010-01-08 14:00:00,0.352941176,0.510204082,0.636363636,0.180327869,0.333333333,0.000751944,4,False,False,False,False,True,False,False
BJ,2010-01-08 15:00:00,0.352941176,0.510204082,0.618181818,0.180327869,0.333333333,0.002272921,4,False,False,False,False,True,False,False
BJ,2010-01-08 16:00:00,0.352941176,0.510204082,0.618181818,0.180327869,0.333333333,0.003793899,4,False,False,False,False,True,False,False
BJ,2010-01-08 17:00:00,0.338235294,0.469387755,0.618181818,0.180327869,1.0,0.000751944,4,False,False,False,False,True,False,False
BJ,2010-01-08 18:00:00,0.338235294,0.510204082,0.636363636,0.163934426,0.333333333,0.0,4,False,False,False,False,True,False,False
BJ,2010-01-08 19:00:00,0.338235294,0.602040816,0.636363636,0.131147541,0.333333333,0.001520978,4,False,False,False,False,True,False,False
BJ,2010-01-08 20:00:00,0.338235294,0.653061224,0.636363636,0.114754098,0.333333333,0.002290011,4,False,False,False,False,True,False,False
BJ,2010-01-08 21:00:00,0.323529412,0.704081633,0.654545455,0.081967213,0.0,0.002290011,4,False,False,False,False,True,False,False
BJ,2010-01-08 22:00:00,0.352941176,0.551020408,0.654545455,0.163934426,0.0,0.007639067,4,False,False,False,False,True,False,False
BJ,2010-01-08 23:00:00,0.352941176,0.653061224,0.654545455,0.131147541,0.0,0.010698112,4,False,False,False,False,True,False,False
BJ,2010-01-09 00:00:00,0.338235294,0.704081633,0.654545455,0.098360656,0.333333333,0.000751944,5,False,False,False,False,False,True,False
BJ,2010-01-09 01:00:00,0.338235294,0.704081633,0.654545455,0.098360656,0.0,0.004580022,5,False,False,False,False,False,True,False
BJ,2010-01-09 02:00:00,0.338235294,0.765306122,0.654545455,0.081967213,0.0,0.007639067,5,False,False,False,False,False,True,False
BJ,2010-01-09 03:00:00,0.338235294,0.836734694,0.654545455,0.06557377,0.0,0.012988123,5,False,False,False,False,False,True,False
BJ,2010-01-09 04:00:00,0.338235294,0.704081633,0.654545455,0.098360656,0.0,0.016047167,5,False,False,False,False,False,True,False
BJ,2010-01-09 05:00:00,0.308823529,0.765306122,0.654545455,0.049180328,0.0,0.022917201,5,False,False,False,False,False,True,False
BJ,2010-01-09 06:00:00,0.323529412,0.765306122,0.654545455,0.06557377,0.0,0.029787234,5,False,False,False,False,False,True,False
BJ,2010-01-09 07:00:00,0.308823529,0.704081633,0.654545455,0.06557377,0.0,0.036657267,5,False,False,False,False,False,True,False
BJ,2010-01-09 08:00:00,0.323529412,0.704081633,0.672727273,0.081967213,0.0,0.043527301,5,False,False,False,False,False,True,False
BJ,2010-01-09 09:00:00,0.323529412,0.469387755,0.690909091,0.163934426,0.666666667,0.009160044,5,False,False,False,False,False,True,False
BJ,2010-01-09 10:00:00,0.338235294,0.428571429,0.690909091,0.196721311,0.666666667,0.019089122,5,False,False,False,False,False,True,False
BJ,2010-01-09 11:00:00,0.338235294,0.397959184,0.709090909,0.213114754,0.666666667,0.0290182,5,False,False,False,False,False,True,False
BJ,2010-01-09 12:00:00,0.352941176,0.43877551,0.690909091,0.213114754,0.666666667,0.038947278,5,False,False,False,False,False,True,False
BJ,2010-01-09 13:00:00,0.352941176,0.397959184,0.690909091,0.229508197,0.666666667,0.047355379,5,False,False,False,False,False,True,False
